num_rooms,square_footage,location_rating,price
1,2853,1,127801.8473436427
3,4734,1,275521.8822666525
2,3117,3,287828.1298986676
2,1708,5,297849.8267969538
5,2286,1,344362.24952487287
3,1591,1,249518.2934419763
2,1537,3,235724.4558659286
5,3707,2,375349.3783950589
4,2502,5,409687.14575958287
5,2052,4,395258.3139371151
2,4113,1,214021.70585163642
1,1594,1,140715.7867772259
3,3029,3,314619.3052036297
4,2089,2,295508.0710648895
1,3615,2,177599.34657333698
3,2940,1,247475.79830691696
4,4493,3,364495.3105177138
4,4018,4,383111.0940692183
2,4655,5,368083.49845286086
5,1145,4,392172.2075516994
1,2343,4,216804.2780002078
5,1382,2,361552.85237896856
2,2242,4,302813.7209328183
2,3416,3,291105.4048706524
1,3848,2,221588.62438810524
4,3449,3,363708.54492301785
3,2375,4,291002.5606524761
4,2623,3,324695.93252746406
5,546,3,339161.0557556762
1,635,4,240881.80994517507
2,2169,5,300260.23001016525
4,4486,5,429771.14377389353
1,3964,2,251955.7166869073
3,1797,5,332971.9245919897
2,4887,4,305121.83279762615
4,1520,2,292059.18168049393
2,1363,3,206717.32061187434
5,1364,2,325314.2745117336
3,2997,4,368823.13931994827
3,4312,3,328422.60850913415
3,4211,2,273232.89941187995
5,3112,2,366780.3839144692
4,687,2,293194.6332492741
4,4229,5,453753.2339676277
4,1479,4,337042.88034238596
4,2614,5,408491.20275183744
4,4399,3,383702.5640107325
1,4533,1,159897.64521655577
5,4634,2,402276.1362533895
3,4724,5,401029.49758143193
4,4074,4,368053.98851090943
4,4096,4,385093.0232318502
3,1903,4,301028.31228441966
3,2217,3,273233.0753632838
1,1442,2,214917.771385642
5,1813,2,341249.9593342908
2,1229,5,260708.3245678088
1,1994,3,196005.1506848537
2,4865,1,214747.16809712982
1,4213,3,242014.53507031314
5,3990,4,424850.00648485817
5,3079,4,426916.52420066553
2,3210,3,264574.3035284978
4,3611,2,314465.86038433254
4,1149,5,352515.4795053049
4,3666,5,373228.0613783139
2,4475,3,233725.60203520782
4,2827,5,395985.58511703653
3,1115,1,212968.29648818044
3,3183,5,394965.7230322697
5,2070,4,408838.80819447443
2,3098,5,337601.8268591224
4,829,3,313343.26108767214
3,2235,1,246603.23111680892
4,600,3,314065.1667487267
1,4363,3,238831.44856261974
4,600,2,276788.89495660353
5,1908,4,423380.83440184104
1,2010,5,277585.9828493789
2,2074,4,284024.73601059377
4,3906,3,383831.8096122127
4,3805,2,289849.07135949144
1,3297,2,230317.83248107613
5,1689,1,310297.5869174058
5,1831,1,311410.086179404
5,2250,2,355925.8740873018
2,3649,3,289368.6391588865
1,2577,2,184624.39611721155
3,4241,2,255374.69995978812
2,2193,4,311547.92194553715
5,1126,5,409173.8232390295
5,3385,4,419192.5616083512
4,903,2,329260.7546003952
2,884,3,209066.07655670488
1,3299,4,283332.06623420276
5,4119,3,376113.0402613515
3,2379,3,284609.2673803608
4,1760,3,341822.22679291177
1,1229,2,193453.35760527736
1,4274,4,260501.49036038795
1,1994,2,179877.14885611067
4,2296,5,385293.9754392601
3,3615,2,293606.9339583707
5,3712,2,370127.70260832907
4,4509,1,345040.8803383026
4,706,5,380106.6622078503
3,2478,5,384740.4618300913
1,4650,5,317604.56444568734
5,837,4,397790.8219344493
2,2864,3,269045.32305276906
1,1368,1,149418.14378167302
1,3104,3,228169.43465587468
3,3590,2,295873.22692625056
2,2383,3,240329.76160538348
5,1968,3,367221.5139608617
5,3477,3,384728.0361490411
5,827,1,325209.86531209614
3,4276,5,358568.0162541744
2,2310,1,164410.24517305454
2,1411,4,250416.03279392608
1,589,3,178329.67366726563
4,849,5,377625.3677779973
2,610,5,333726.3512552105
5,4957,3,411958.9416097535
5,3230,1,320198.1350428978
4,1094,3,299303.47479687637
4,1301,2,320981.82855019445
1,2352,4,244702.06291933192
1,3537,1,189307.75829479547
3,3011,5,362460.1255395339
5,3643,4,445761.5253923204
3,2885,1,266915.1492938858
5,2268,2,337623.5247371064
3,753,4,301950.40144263627
1,734,2,153439.82105715742
2,1998,5,316811.3553452961
4,3327,4,388554.5501791107
5,2044,4,416095.95431713824
1,1232,3,211330.66325330437
1,3186,5,315999.97109934274
1,3367,5,330202.3840025545
3,4761,3,368320.08494763006
4,536,1,233910.3581741227
1,4591,2,238567.81383438897
3,2264,3,253279.76648325002
1,3127,3,206775.61775776156
3,1785,5,367874.0635177067
2,3880,4,282147.4863376135
3,1454,2,271198.34849416366
5,2718,1,330936.27420313336
4,2548,2,308541.1625082302
3,2636,4,307384.82972325623
4,3584,5,387142.8680670986
3,555,5,341547.02421905886
4,4558,3,380722.6153132716
2,819,4,295746.97672636976
5,2095,2,344271.4272155548
5,2238,2,335631.9646589921
5,586,1,282106.0180451862
3,813,5,304280.6961359816
5,3791,4,450675.29407711385
1,3507,3,231383.40084800802
1,1600,5,295233.4607970068
5,4919,3,392105.8472655478
5,2596,5,433967.389429099
3,1326,4,279368.33805791574
5,4020,5,443570.9735462083
4,1809,2,288495.5018218111
2,1173,5,294014.97488361003
3,1033,2,276918.4146487116
3,3922,4,353552.6498837988
1,4573,2,228510.46544288457
3,2699,5,346552.0523929913
3,4843,1,265737.24803678825
2,1446,1,210587.97028794067
4,1804,3,309124.1953021137
2,3854,3,286974.3465923766
4,4674,5,453335.360829224
1,4719,4,249663.53059540575
2,1442,2,176894.53735940123
2,2827,4,291372.0522585373
2,984,2,202038.7919841343
5,2802,4,386279.14961208944
5,1713,4,383449.25980701717
2,1740,4,252245.44867859734
3,1477,4,309006.72792969126
1,2862,1,118376.87969540857
3,3226,1,233006.53065567717
1,1959,2,187006.6341671022
1,4676,3,217955.96635790358
5,4643,4,427680.5585882894
1,2302,5,278633.3296737909
2,1718,3,245565.00376163216
2,1832,4,298192.25363926485
1,1972,3,215498.90788896065
5,3513,4,429000.54171954154
3,962,3,276461.43383595085
5,1591,1,310255.5716084971
5,3328,2,338145.19238504255
3,2708,3,307174.94320835196
2,3532,5,304789.2598822006
4,3432,2,324926.64259239007
5,626,5,433828.63977432274
2,2616,2,206773.83748298112
1,1406,5,278504.8964835911
5,4304,2,381355.08450470085
5,3345,4,405867.8035835753
1,968,2,195493.4738400186
4,3588,5,400223.8704220136
4,959,1,261416.43980743483
3,4424,3,320989.9009584331
1,1661,1,149640.44106470066
2,3186,2,228247.16215324998
2,3654,1,199323.89777542133
4,4523,1,318530.43717659125
3,3599,1,237938.62961087946
3,1139,4,318421.3735880127
2,1949,5,322157.0850768794
3,1815,5,399755.2394551366
4,2027,3,333722.153768178
4,4606,1,264621.08147774584
3,4276,1,277984.6598145067
4,2522,3,355262.2097273594
4,2975,5,379867.8087675317
3,4466,1,262084.5997480933
4,703,1,234944.27047876024
1,1617,3,199076.20339553198
4,4240,1,295485.6983546864
5,4264,3,364130.53365281667
2,4724,1,218125.25768013173
1,4533,3,269333.7465855161
3,581,4,298969.11240415665
2,766,4,253305.0535284427
5,2183,2,341995.1968507147
2,1585,4,252134.89949682797
4,1958,2,292682.5094149711
2,4201,2,237341.81849285265
3,2352,5,355557.9700116828
4,3680,5,441195.4091571028
4,2749,5,398982.1122119414
5,4353,4,480779.9705621737
2,3385,3,275743.0433303443
5,1767,1,290781.0583101006
4,4200,4,377241.72145555983
4,3231,5,411206.73233178776
5,1648,1,323801.13508682966
4,1304,5,392864.8161431614
2,1888,4,277977.86820009066
1,4311,4,258747.3163199887
5,1170,2,342444.5251633427
3,3473,4,336985.984307649
1,3311,1,170769.8415619805
3,3943,3,334961.4263447109
4,4189,3,345287.5333734803
1,853,2,175635.47155072514
4,3365,4,346573.10169656575
4,4989,3,380722.63875671936
5,4258,5,481905.4567613464
3,2051,2,234341.64488396797
2,2455,5,336028.9776498986
5,1534,5,421340.6597732414
5,4475,5,437260.9939394986
3,4098,4,350070.39094862685
5,3140,2,340880.6389569934
3,2711,5,357437.7390916036
5,992,5,420260.5757767586
1,3706,4,238665.3647153494
3,3301,2,280726.6418486084
2,3306,2,265343.87685481657
5,2442,1,321747.9367878298
1,640,5,282047.9908184304
2,3862,3,297865.66620011267
5,2533,4,436181.92555155704
5,798,2,315408.910239838
4,4068,3,376213.45778225025
5,2244,1,335605.8948975715
2,2146,3,225118.1653770615
2,1189,4,286715.18767500354
1,2184,2,187524.32972647253
4,1165,1,278425.4020309224
1,4838,2,215191.3499133827
1,4570,3,267377.59256622614
5,1204,4,381610.6698920869
1,997,5,233892.06437824876
3,3932,5,384447.88902781194
4,1936,3,325704.628157553
5,953,2,317173.50761149125
3,3924,2,267388.1224359245
2,1344,1,206752.98135300912
4,1726,3,341674.0101665842
2,1772,1,229037.83657330257
2,4494,2,246705.47326364543
5,632,5,392370.30189506913
3,4584,4,367531.6373809037
4,4281,1,303384.2535165281
5,3656,1,345458.2743734419
1,1455,2,221579.28276282418
4,4432,2,341218.51197142975
5,1845,5,437708.59006159863
4,3153,2,333655.1966216864
4,675,3,333067.0431127164
5,1886,4,406918.9244231517
2,3892,4,315743.10183420416
2,2875,1,172894.0312056161
5,1893,5,421275.5613608321
4,1462,4,388849.28796074813
2,1343,5,298964.9094951845
3,2206,5,369336.44085753703
1,1939,1,153255.32656484834
1,1273,4,233145.45786154934
3,2999,2,263039.000351397
3,1035,5,364954.32867853955
3,657,3,286499.32756511564
4,4886,1,329062.98928998905
2,4634,5,355248.41731206235
3,4007,1,271604.674316986
5,4063,1,349359.1588583717
1,2091,3,201784.9404899335
1,3932,5,274079.3828269995
3,1293,4,349004.3064435893
2,4772,4,337242.2483387032
3,4664,5,387781.2896156539
5,3506,1,305236.73391188256
3,2680,2,321793.3316008014
4,2801,5,429223.4060139021
3,3488,1,225864.83640856564
4,1438,2,320586.30569009023
2,2031,5,314538.716605701
2,4748,2,236314.31013909387
5,3884,4,402385.4052754944
2,1832,5,362260.48062550154
4,1387,2,286563.2263176802
2,4108,3,279083.619727269
4,2760,2,315402.0420245205
5,2275,4,378086.35645353026
4,938,3,322027.2114137535
3,815,5,309902.3596842746
2,1646,1,178263.20956090934
1,3634,3,250811.09715288898
3,1911,3,284521.6313862311
4,678,1,243343.63020005595
3,1922,5,353345.41714029206
3,1754,5,373077.61238512694
3,2188,2,247463.59744324288
3,2187,1,234465.8067184593
4,972,4,355568.2900707974
2,4380,4,325771.56859211833
2,3486,1,203566.04342635264
3,3767,2,303224.8807305415
1,2397,2,183141.49545708095
2,2956,5,320199.2788161675
4,4550,5,440492.13157845574
4,538,1,227581.25358004076
2,1888,3,232971.13321001397
4,2943,2,289589.4185356473
4,628,4,333250.0819736086
5,2597,3,378969.8205640207
4,2913,5,414129.2602379665
2,2324,4,275330.42071470007
2,1766,1,189141.63397824072
1,4081,4,228920.08929040312
3,1706,3,263938.32014262927
2,2548,3,237580.5852982197
4,686,3,330535.84249586356
1,527,4,219857.3163179185
5,4062,3,433600.44519228104
1,3438,4,243016.85883173792
4,2482,1,275726.39089903963
2,3136,3,249222.720056199
1,4122,1,234070.34137981615
4,1954,5,403597.3978089764
5,787,4,330059.8509518766
1,4774,5,322195.37503054173
4,3687,2,336103.7044404741
3,1893,3,287061.9927046759
2,1396,2,201300.9212350779
4,2164,5,404716.5582880169
3,2905,1,249436.1807363441
2,997,1,144291.10563828764
2,2653,1,187236.08157340047
2,4632,2,266450.10428742546
3,715,2,226437.87487898069
1,2781,4,251014.567060114
3,1581,2,256562.02626021547
3,1623,2,252886.1825141783
4,2958,4,399517.85271972185
4,1579,5,387637.8929226889
5,3373,4,484409.3089367591
3,966,1,235658.20100441147
3,1161,4,270915.7903741959
5,4450,5,463589.27181362413
3,1520,5,343429.6391861741
3,2289,2,222458.02939176944
5,1977,3,389922.996463801
5,3159,3,388236.2773828589
5,2544,5,463447.03629021073
2,2923,4,319320.97076168476
4,3518,1,302340.570307222
5,771,2,294490.4354758438
2,4235,3,290538.0597485634
4,1202,5,383347.31128694414
5,4115,1,307772.71294168
3,2420,5,339765.53117096587
3,4266,4,371638.580674843
4,3893,1,296088.18652830867
1,4956,3,263712.5658832522
4,1820,1,266658.3421076428
2,3599,2,254231.23744377092
3,2247,1,249822.94859328802
3,1664,5,366855.348443849
5,2889,2,306472.8711603601
2,3373,3,232265.23070793645
1,4491,2,214003.30448559165
2,2973,4,305397.31972532184
2,2197,4,286905.6249208218
2,3728,5,333557.6410133557
2,2464,1,184092.29172117094
1,3274,2,188587.07582871508
2,4671,1,294552.6269897089
1,1910,5,335842.92589394026
4,1191,5,382628.38855821185
2,4431,5,350264.2070124872
5,3290,5,442117.6340441845
1,990,2,172306.74534912262
1,3822,1,162710.16586384136
2,2379,3,236610.12054036974
5,3637,4,419040.38800018304
5,4020,3,378376.6008027414
2,3562,5,337154.6374618524
5,1120,3,370014.9487813221
1,1203,2,159113.19622392973
2,2264,1,199394.25617697396
2,4877,3,312606.8665682519
2,2449,1,200209.56963795528
4,2603,1,271815.8841455374
2,4798,3,325305.9195060691
3,2442,3,304987.010449954
3,1769,5,337809.9324110563
1,4791,1,175837.83087191742
4,984,3,340795.3549497723
4,4071,3,382908.2112444511
5,3996,4,466416.15601749026
2,3292,2,236390.07005923113
3,1251,5,311558.3311810419
4,1842,2,291372.52787527564
3,4264,1,266473.7584781192
3,2675,3,280113.99238041055
2,581,5,295469.8232921992
3,3485,1,255433.25404132195
1,1025,4,216257.4792344376
1,1198,4,218634.00368840987
4,4784,5,456233.9079567563
4,4431,1,309754.6222568796
5,599,3,359341.452915649
3,1709,2,269094.88011204486
4,2198,3,338597.7865189691
2,1467,3,226688.6397772654
4,4497,5,463757.03436874156
1,1315,2,192159.01152474285
3,1184,3,331562.53283565
1,3038,5,337953.83103029104
4,1262,3,294687.4496261182
4,2469,4,344460.50108747545
1,1276,5,271287.72787254787
5,1981,5,383734.85158709245
5,1745,1,316565.2093307869
4,788,4,327243.77038176736
5,3940,2,356610.00190644845
1,2155,1,133553.23493337454
3,1140,4,320202.0768804138
4,542,5,368520.8320543307
2,2539,1,208216.2291218068
5,3860,4,396946.07823058957
5,753,2,337318.6871607973
2,1487,4,263678.14745810046
2,1689,3,245517.22076599134
1,2142,5,265764.015318015
1,3696,3,232305.3841518261
5,1369,1,282832.75933480426
3,3036,3,337668.5738715501
1,4872,3,230271.7662399819
1,1660,1,137882.75299786596
4,1922,3,342668.461364108
4,2983,1,264837.0130022556
1,2943,1,177263.53645501874
3,932,2,247693.0365977704
5,3455,3,378455.0012464248
2,4202,4,292875.71770844504
1,4023,5,289721.2975434866
3,2880,3,311467.8069192584
3,3361,1,238186.6332039659
3,2179,3,306108.0960081608
1,4613,3,266530.09612197493
1,3649,1,160283.24421832903
3,4951,2,311596.8413174424
3,3645,3,310401.7315275023
1,3771,5,293243.079217488
5,1000,3,327808.32754122425
1,789,5,303835.59271809226
4,3348,3,332237.60485903925
3,4611,5,361571.22683320293
5,1807,2,355100.85534421814
2,2713,4,312909.78088480525
1,2509,2,211483.57610260136
3,3619,1,211641.1040998649
1,621,3,178452.8089607611
2,3554,5,342608.2341366717
1,719,3,206203.1636285453
5,2021,1,304302.30590558815
2,2253,4,298974.70303032006
4,2783,3,392326.20056602615
4,1782,1,269891.1550501039
3,3498,1,232009.13045554268
4,2406,5,390652.7873184506
1,2750,5,275955.59482393897
5,1631,1,304184.8863700129
4,4578,5,445897.8522746509
3,2459,5,359942.4395939528
1,582,2,187870.4586745595
3,1450,4,336815.86279550934
3,812,2,224071.0596012744
5,612,3,357520.9341643619
5,3936,2,363019.3568858064
3,2787,4,397050.3528005194
3,932,4,301317.0497482684
4,4148,5,387838.25763663463
4,4119,5,400486.76905035786
2,4421,4,294890.55330153625
5,1234,3,347086.3499283295
4,4887,4,426775.92059371364
3,546,4,311246.0234838147
4,4443,1,321560.96796106617
2,2894,3,246585.4201188133
4,4928,1,333105.4080591196
3,921,1,202916.48318091632
4,3399,5,421768.63619771303
4,1082,5,375552.5977454802
5,2638,5,441067.56709767977
5,4663,1,356709.78324066865
2,3869,2,251828.3244562916
2,1080,1,197071.99524196368
4,4319,4,412994.19335131726
5,2366,4,428773.5494244929
5,1367,1,278942.82185184746
4,1212,4,347984.2541195645
5,794,3,346012.2587525357
1,3335,1,154013.56367282907
3,1844,2,248420.9166892733
1,3842,4,272327.196382054
1,666,1,148043.00594108453
1,1286,2,136329.03716756852
5,978,4,439207.5036607994
4,4365,1,336444.3436565962
2,847,4,248868.09248524182
3,2717,1,250391.89983137106
3,4910,3,310842.5154310942
1,1818,1,142334.93989554228
2,4207,4,284349.2926126608
4,1700,5,382448.3892536232
2,4296,4,336215.27926346584
2,4303,4,287466.3612850741
3,2377,3,325697.70815654536
5,3957,3,366840.4335266453
1,2944,5,300257.92939599394
5,725,1,257643.541987741
3,676,3,267256.0037530339
2,1337,4,269614.0001691188
1,4140,3,212623.41490273282
4,1297,5,374961.87904990464
4,3702,2,306031.0992329906
2,1905,1,172048.05790283097
5,2838,2,350487.4476020803
5,4928,5,465404.52058266266
1,4544,3,245689.92279342754
3,4676,2,294175.02001692983
5,3147,5,443470.7867103667
4,4420,4,356501.86000434664
4,2567,3,325654.7014757693
4,3030,5,407875.9720810545
5,4491,5,447556.55175829807
2,2912,1,163675.89609555894
5,3220,1,337517.2056876806
5,4882,2,395816.3588978087
1,663,5,247490.89590046078
3,3091,3,282410.59310878813
5,2717,5,419310.1136449494
5,4524,5,431646.6685682509
3,3018,4,361438.41999242513
4,1267,2,314506.5275159713
3,899,2,255228.29841006358
5,915,5,437547.39389502234
2,4918,1,224591.64813923146
1,4606,5,358875.3245881014
1,1284,1,125297.96284289644
3,2509,2,281923.15142075124
3,2826,3,325671.3824942053
4,3827,2,324181.88452587824
1,4409,5,275001.6830292791
3,3847,4,358747.0933379061
5,3130,4,418852.81796972547
5,2855,1,324205.7458315918
2,900,1,168607.26319884427
2,1008,3,232736.19624286742
3,982,2,235381.67523009505
4,1706,5,365158.436713749
4,2501,1,270030.8543926198
4,2956,5,424697.04984692956
4,2814,3,352422.45151114813
1,1806,3,180357.01280288945
4,3627,2,295654.61915413954
2,2795,1,196453.96730019723
2,3952,3,291580.90374402795
1,4452,1,192106.42041715712
3,1527,4,306330.984030642
5,1714,1,297153.00921104447
2,3670,4,300402.0990848879
2,1011,4,283511.80342431495
1,4339,4,264469.11559769436
2,2117,1,177944.49555678092
5,4529,3,390488.05266967445
1,3465,1,188443.4238802831
4,2979,2,336832.9241204678
4,2127,1,250537.44818250614
4,2626,3,352131.03294516675
5,4422,5,487405.2766222941
3,3555,3,295247.6128281399
2,3566,2,219701.5046962965
5,4459,1,339433.1718355544
3,1891,4,328965.2059200715
1,4543,3,274161.27286012535
5,4294,1,364819.3556357705
1,3380,4,269040.3554462982
3,2970,3,320136.13134148216
5,2593,1,295260.01297825674
2,2037,5,316503.65471720893
3,3612,5,343629.40585019434
2,2912,5,359999.9321609328
1,2149,5,302746.31112204335
2,4948,3,281115.7319316119
5,2740,2,344612.5023714202
5,1458,3,387150.9798159048
4,3051,4,344378.6702909292
2,1632,2,253423.33761852077
4,1750,4,329458.61379908037
3,1510,5,341803.5419605769
1,4576,5,318212.0477632008
3,3232,1,279016.7552234117
1,3894,1,146752.37688254868
2,3078,5,342871.5475859593
5,3265,2,346498.455876406
2,1001,3,247556.10185764602
1,4796,2,208711.96816371274
4,3453,5,407552.5710091543
1,1076,3,169243.84790339333
4,4581,3,380808.49134565063
3,1034,5,322003.0200445949
5,1421,3,359640.39312384214
3,1039,5,335858.1139387675
2,3205,3,280390.7446137083
4,4270,5,411675.92537051765
4,618,5,373255.04440741177
3,3690,1,229980.3422355626
5,1631,1,284983.4945888739
5,1848,4,426115.0921033881
3,3376,1,261807.7645855759
5,4740,5,496994.0609939097
2,2004,4,274150.511311737
1,1360,4,231504.94509899875
4,766,2,282680.68376807263
4,2663,1,272793.4471446052
4,799,4,335812.77530354314
1,942,1,165854.81305639504
2,2527,2,236634.94889935924
3,3194,2,261783.16115243323
5,3678,5,434552.9052080198
5,1018,2,337535.8189399575
1,976,2,147485.81901722317
4,2589,1,255792.55398287007
5,2264,5,437967.45017629524
3,3226,5,361155.22174337634
5,1253,5,415606.3888548311
4,4709,5,430281.3371961642
3,1481,4,316271.13913587615
4,1282,3,293489.6326604673
4,4912,5,452901.908121758
1,1685,3,221049.63760200844
4,3369,3,399059.896690373
3,1928,1,211372.7996603525
1,2530,3,248931.2860016985
1,3908,1,164179.16957761062
3,4690,2,256790.4175699692
1,1382,4,213988.0296093172
3,3465,2,295506.96190895705
5,4347,5,473185.0378061231
1,4390,3,256279.50298801833
5,685,2,313312.666439106
1,2197,5,281669.8773265075
4,4853,3,376736.49003212975
3,3516,1,226710.44543284536
4,3961,2,351676.52377680835
5,4746,1,350931.1471147473
3,2295,1,254756.610260026
3,1327,3,319459.7530728084
5,3747,5,479447.0995466123
3,4396,1,246363.38696833263
3,3007,5,386022.2430190785
1,1759,4,240196.70190179488
2,1148,5,292453.13236571476
4,4759,2,315857.3391355332
2,1987,4,274589.3480923992
3,2410,4,352304.978517944
2,4041,2,229374.65191977302
1,822,1,110214.38212087112
5,3131,3,400480.55693481246
5,500,5,425436.10618743673
2,764,3,221417.83730161356
1,2867,1,125647.438937939
5,4526,4,414647.55713201204
2,2619,2,226116.3379660157
2,942,3,263387.9734559729
4,4688,2,351877.350278241
1,2831,2,200875.10677892537
4,2905,2,304623.593883752
2,3717,4,270433.6438856184
4,3428,5,430622.9609585779
4,1612,5,386730.6754625753
2,2504,1,223768.13905603468
5,1592,1,335337.4446762222
3,4096,4,360319.6111150459
5,2559,4,384398.66659914126
1,1023,3,218333.2479617129
5,4244,1,336686.33907082607
2,1465,3,234637.88374372516
4,2789,2,285212.21863429784
1,2264,5,268271.58999460953
1,3925,2,196826.44550338318
1,3733,5,291878.2827703157
4,1621,3,358979.90056063654
5,2510,1,295564.8053220547
4,4427,5,386705.22237039777
3,3255,5,390209.8490205882
1,3530,4,266325.84286022064
2,4921,2,265196.34661742527
4,2873,3,338054.10323823604
1,1320,4,201370.6622781569
4,3653,3,337644.7091656583
4,2663,2,303853.8275869318
5,844,4,388889.22177586576
4,4426,2,345299.1934393831
2,1714,1,183623.52221728623
3,1631,5,320537.36103033734
3,3525,4,329715.57441828994
4,3745,2,320338.0935083062
4,4778,5,484936.46435314004
4,1203,5,393271.79709256254
3,4576,1,261180.6186674767
4,2735,1,315024.9885902631
5,4297,5,459109.4412466118
4,2336,1,241883.46541118697
2,3346,3,243602.68049975048
2,2954,3,221683.87199400767
3,2314,3,281459.69604778587
2,2601,5,305450.1597790771
3,805,3,260245.37578211838
2,2638,5,310956.00490601244
3,3393,4,345685.09633196174
1,4348,1,173475.6493713261
2,3057,2,240211.6675901502
4,4480,2,335098.27724206186
3,3532,4,346025.7061212784
3,2547,1,238596.78881115105
5,1305,3,419562.7891098062
1,2557,2,166610.03201981197
1,789,5,252418.01140195792
4,4588,2,328813.62355185614
3,1104,4,292966.0396332891
1,1398,3,149973.26304489846
1,3714,1,172148.716927174
5,4343,5,474729.24649523385
4,2055,1,271167.9683933168
4,3115,5,411095.31061850395
1,3790,2,239551.34161037373
2,2342,1,185417.5706750745
5,1420,1,283191.52861723566
2,2407,1,191461.45273327443
5,605,4,391930.2789756413
2,4547,1,210283.47091762073
4,2711,1,306795.7670628391
3,4215,4,358020.721380845
4,1466,5,381193.5037756067
1,1849,2,203720.28373835585
2,3356,3,285362.8347179848
1,1180,5,254146.21374003805
4,1666,1,228197.7553972577
2,3292,2,234280.88383285873
5,2745,1,326049.1865289094
3,1572,1,231010.28465298572
4,1673,5,361574.96686185244
4,4131,3,360147.5845559229
3,4993,1,261289.4735621465
4,4262,3,366458.8809426228
2,2206,2,188191.97291804652
2,4237,3,296649.48486616934
4,4422,4,404474.8733848897
2,4420,5,353056.82558623
4,4645,2,350885.1566998983
4,3167,2,345020.755844116
5,2392,2,331668.5319791023
3,3419,5,362471.62841355643
2,2098,5,334088.6014225327
3,1613,2,244489.64198547273
5,4010,4,390722.7698412532
1,3535,2,200635.11297849458
4,2152,3,311005.00779379136
2,2463,4,292468.09877138404
1,3174,1,173889.64210634655
1,1772,3,168682.9505244285
2,1951,4,262587.36878971173
1,4381,5,341457.29307327856
4,4270,5,446055.6355169538
4,1225,2,311802.5132892985
4,1849,4,376407.87608234177
5,3976,3,421138.4015900846
1,3541,4,236643.99394258432
4,3373,3,334482.60399753245
5,1779,4,377797.8804727155
4,1062,4,341699.15405012807
4,1984,2,286325.2137577672
2,4416,1,222875.50670941753
4,1305,4,338490.092220309
4,3162,5,435817.10152301524
4,4388,4,405967.5376954798
4,595,2,253606.26978717785
4,1649,1,231970.02901895466
3,2413,4,342737.7223223094
3,4497,2,325063.45072394813
5,1134,2,339751.1651113353
5,3304,4,420773.0799110151
5,811,1,281444.4499138895
3,3279,2,278474.2715963587
5,3737,3,433342.65835506085
2,1985,5,330271.1884051905
1,1399,1,134314.15805441528
2,1912,5,299596.13008344895
1,3552,1,177600.6379139398
1,3416,2,185844.08734788245
4,1575,4,394529.10524332337
5,2138,5,457283.2655181686
1,4204,4,275972.4222985803
4,3911,4,369034.0349897974
2,3016,1,249485.53187828226
4,1347,3,336650.3026182992
1,2612,2,198633.84841660107
4,2547,1,248547.61430041198
4,737,5,347948.72584981896
2,4009,2,206350.9973159224
2,794,4,272877.88685310836
1,844,4,230143.1044407382
4,3204,3,366293.7193316952
3,3414,1,251452.04740695184
4,3473,5,448910.9239332117
1,1868,4,246856.1072387496
3,2802,2,222712.8305221384
4,3842,4,367873.5598803939
2,2483,1,184226.6568785131
1,2684,2,155998.01954268047
4,2631,1,282215.0298476141
2,4336,4,329944.2561666546
1,1684,1,181379.37174949903
3,1674,4,333635.4724568423
3,1796,1,234479.0584356082
1,2707,3,192883.5220622799
2,2232,1,211069.37358564965
3,4673,1,266926.5270873874
1,4658,1,230101.16367148294
4,4868,3,379342.0713386687
1,3521,3,209028.75009288514
1,4814,5,303524.23732944333
1,1516,4,183393.73828206636
2,4794,2,271310.1476531476
5,1905,1,311798.4589507657
4,3801,3,359880.5788911974
2,4300,3,293064.4033450542
1,1993,4,242062.3976563988
4,2192,3,347048.3519542198
2,3587,4,303138.27552888036
3,3072,1,217928.44030916074
4,3923,4,379429.99421171786
5,4386,1,351243.9222043665
5,4715,1,349197.26412480656
4,1323,1,252632.4433258688
4,838,4,351355.2411557977
1,3021,5,317689.5574527549
1,4214,4,271367.1236007072
1,2453,2,175398.1194887807
4,1046,1,277743.90596379654
5,3412,2,370979.9580568873
3,3118,2,255083.17296383675
5,4520,1,316162.86596118234
1,2782,3,175395.78208141538
2,2605,5,328894.8103746683
5,2287,1,312192.47165380954
1,1353,1,144067.49445308562
4,686,3,308461.971321747
3,3949,3,306138.80810010975
2,2306,2,231084.95231325575
5,4969,5,433355.5489999861
1,4610,2,218605.60013913448
5,4293,3,381543.17907053005
3,850,2,253540.96066576877
2,1583,5,301829.0736242892
5,3424,2,358907.63767850905
3,3041,2,233347.08282593603
2,4182,4,347044.1313664989
5,1876,4,375190.65416779026
1,4180,1,225091.68827153303
3,3626,5,372994.0851618559
1,4619,4,285547.2519844083
3,4651,3,327315.0004481423
1,1491,1,136602.01167726074
1,4234,5,315945.9783751335
5,2527,2,345933.2869944797
5,3924,3,418485.4355128189
1,4225,3,246568.05947206917
3,3890,5,385703.1412732353
5,2490,2,328875.2537599402
5,2905,3,356310.5367526203
1,4146,1,198219.66953073203
3,2724,5,378255.773143953
1,4825,1,187770.36873419036
4,3528,1,293094.8741093451
1,1505,3,211626.21660295984
3,3879,1,259161.27997181052
5,4169,3,433088.87699952355
5,4946,2,393012.27554151946
2,670,2,207301.34259417426
1,2468,2,182305.3315647001
5,2863,3,371106.8492226742
4,1715,2,301223.37893880054
5,1855,5,445083.42949647823
4,1897,2,290452.1032071431
5,2937,3,393874.0537406415
